employee_id,cost_center,punch_in_time,punch_out_time,punch_apply_date,hours_worked,paycode
5010836,51100,2021-07-01 19:51:00,2021-07-01 22:13:00,2021-07-01,2.4,WRK
5011015,51100,,,2021-07-01,1,CHARGE
5011015,51100,2021-07-01 14:19:00,2021-07-01 16:50:00,2021-07-01,2.5,WRK
5011015,51100,,,2021-07-01,0.7,BREAK
5011015,51100,2021-07-01 17:31:00,2021-07-01 22:19:00,2021-07-01,4.8,WRK
5011060,54013,,,2021-07-01,8,ABSENT
5011105,51100,,,2021-07-01,3,CHARGE
5011105,51100,2021-07-01 14:08:00,2021-07-01 18:46:00,2021-07-01,4.6,WRK
5011105,51100,,,2021-07-01,0.6,BREAK
5011105,51100,2021-07-01 19:23:00,2021-07-01 22:08:00,2021-07-01,2.8,WRK
5011110,51120,,,2021-07-01,8,ABSENT
5011401,31288,2021-07-01 14:17:00,2021-07-01 19:58:00,2021-07-01,5.7,WRK
5011401,31288,,,2021-07-01,0.8,BREAK
5011401,31288,2021-07-01 20:44:00,2021-07-01 22:17:00,2021-07-01,1.6,WRK
5011633,53410,,,2021-07-01,8,ABSENT
5012159,18048,,,2021-07-01,6,ON_CALL
5012159,18048,2021-07-01 6:10:00,2021-07-01 8:10:00,2021-07-01,2,WRK
5012163,53410,,,2021-07-01,2,CHARGE
5012163,53410,2021-07-01 6:01:00,2021-07-01 10:42:00,2021-07-01,4.7,WRK
5012163,53410,,,2021-07-01,1,BREAK
5012163,53410,2021-07-01 11:40:00,2021-07-01 14:01:00,2021-07-01,2.4,WRK
5012319,51100,,,2021-07-01,8,ON_CALL
5014147,11151,,,2021-07-01,7,ON_CALL
5014147,11151,2021-07-01 14:05:00,2021-07-01 15:05:00,2021-07-01,1,WRK
507800,31288,,,2021-07-01,7,ON_CALL
507800,31288,2021-07-01 14:12:00,2021-07-01 15:12:00,2021-07-01,1,WRK
1377208,53410,,,2021-07-02,8,ABSENT
1672200,55050,,,2021-07-02,8,ON_CALL
1977006,51120,,,2021-07-02,8,ABSENT
3974506,53410,2021-07-02 6:14:00,2021-07-02 11:55:00,2021-07-02,5.7,WRK
3974506,53410,,,2021-07-02,0.8,BREAK
3974506,53410,2021-07-02 12:41:00,2021-07-02 14:14:00,2021-07-02,1.6,WRK
4019778,31288,,,2021-07-02,8,ABSENT
4024378,18048,,,2021-07-02,7,ON_CALL
4024378,18048,2021-07-02 14:14:00,2021-07-02 15:14:00,2021-07-02,1,WRK
5001188,51120,,,2021-07-02,6,ON_CALL
5001188,51120,2021-07-02 6:19:00,2021-07-02 8:19:00,2021-07-02,2,WRK
5001252,54013,,,2021-07-02,7,ON_CALL
5001252,54013,2021-07-02 14:03:00,2021-07-02 15:03:00,2021-07-02,1,WRK
5005963,51100,,,2021-07-02,8,ABSENT
5009770,53410,,,2021-07-02,5,ON_CALL
5009770,53410,2021-07-02 14:14:00,2021-07-02 17:14:00,2021-07-02,3,WRK
5010823,53410,2021-07-02 14:09:00,2021-07-02 16:46:00,2021-07-02,2.6,WRK
5010823,53410,,,2021-07-02,0.6,BREAK
5010823,53410,2021-07-02 17:19:00,2021-07-02 22:09:00,2021-07-02,4.8,WRK
5010836,51100,,,2021-07-02,8,ABSENT
5011015,51100,,,2021-07-02,8,ON_CALL
5011018,54013,,,2021-07-02,8,ABSENT
5011060,54013,,,2021-07-02,8,ABSENT
5011105,51100,,,2021-07-02,5,ON_CALL
5011105,51100,2021-07-02 6:11:00,2021-07-02 9:11:00,2021-07-02,3,WRK
5011110,51120,,,2021-07-02,8,ON_CALL
5011401,31288,2021-07-02 6:12:00,2021-07-02 9:01:00,2021-07-02,2.8,WRK
5011401,31288,,,2021-07-02,0.6,BREAK
5011401,31288,2021-07-02 9:38:00,2021-07-02 14:12:00,2021-07-02,4.6,WRK
5011499,18048,,,2021-07-02,5,ON_CALL
5011499,18048,2021-07-02 6:11:00,2021-07-02 9:11:00,2021-07-02,3,WRK
5011633,53410,,,2021-07-02,5,ON_CALL
5011633,53410,2021-07-02 14:00:00,2021-07-02 17:00:00,2021-07-02,3,WRK
5012159,18048,,,2021-07-02,3,CHARGE
5012159,18048,2021-07-02 6:18:00,2021-07-02 9:52:00,2021-07-02,3.6,WRK
5012159,18048,,,2021-07-02,0.8,BREAK
5012159,18048,2021-07-02 10:43:00,2021-07-02 14:18:00,2021-07-02,3.6,WRK
5012165,51120,,,2021-07-02,1,CHARGE
5012165,51120,2021-07-02 6:08:00,2021-07-02 8:43:00,2021-07-02,2.6,WRK
5012165,51120,,,2021-07-02,0.7,BREAK
5012165,51120,2021-07-02 9:24:00,2021-07-02 14:08:00,2021-07-02,4.7,WRK
5012319,51100,,,2021-07-02,8,ABSENT
5014147,11151,2021-07-02 14:20:00,2021-07-02 17:06:00,2021-07-02,2.8,WRK
5014147,11151,,,2021-07-02,0.9,BREAK
5014147,11151,2021-07-02 18:03:00,2021-07-02 22:20:00,2021-07-02,4.3,WRK
1672200,55050,,,2021-07-03,5,ON_CALL
1672200,55050,2021-07-03 14:13:00,2021-07-03 17:13:00,2021-07-03,3,WRK
3974506,53410,2021-07-03 14:07:00,2021-07-03 17:54:00,2021-07-03,3.8,WRK
3974506,53410,,,2021-07-03,0.7,BREAK
3974506,53410,2021-07-03 18:36:00,2021-07-03 22:07:00,2021-07-03,3.5,WRK
4019778,31288,,,2021-07-03,8,ON_CALL
4024378,18048,,,2021-07-03,6,ON_CALL
4024378,18048,2021-07-03 6:07:00,2021-07-03 8:07:00,2021-07-03,2,WRK
5001252,54013,,,2021-07-03,8,ABSENT
5005963,51100,,,2021-07-03,8,ABSENT
5009770,53410,,,2021-07-03,8,ABSENT
5010823,53410,,,2021-07-03,8,ABSENT
5010831,51120,,,2021-07-03,8,ABSENT
5010836,51100,,,2021-07-03,8,ABSENT
5011015,51100,,,2021-07-03,8,ABSENT
5011018,54013,,,2021-07-03,8,ABSENT
5011060,54013,,,2021-07-03,8,ABSENT
5011105,51100,,,2021-07-03,8,ABSENT
5011110,51120,,,2021-07-03,8,ABSENT
5011147,11151,,,2021-07-03,8,ABSENT
5011401,31288,,,2021-07-03,8,ABSENT
5011633,53410,,,2021-07-03,8,ABSENT
5012159,18048,,,2021-07-03,8,ABSENT
5012163,53410,,,2021-07-03,3,CHARGE
5012163,53410,2021-07-03 14:14:00,2021-07-03 17:53:00,2021-07-03,3.7,WRK
5012163,53410,,,2021-07-03,0.6,BREAK
5012163,53410,2021-07-03 18:29:00,2021-07-03 22:14:00,2021-07-03,3.8,WRK
5012319,51100,,,2021-07-03,8,ABSENT
5012329,54013,,,2021-07-03,8,ABSENT
5014147,11151,2021-07-03 14:19:00,2021-07-03 17:02:00,2021-07-03,2.7,WRK
5014147,11151,,,2021-07-03,0.6,BREAK
5014147,11151,2021-07-03 17:38:00,2021-07-03 22:19:00,2021-07-03,4.7,WRK
507800,31288,2021-07-03 6:11:00,2021-07-03 10:57:00,2021-07-03,4.8,WRK
507800,31288,,,2021-07-03,0.8,BREAK
507800,31288,2021-07-03 11:42:00,2021-07-03 14:11:00,2021-07-03,2.5,WRK
1377208,53410,,,2021-07-04,7,ON_CALL
1377208,53410,2021-07-04 14:12:00,2021-07-04 15:12:00,2021-07-04,1,WRK
1672200,55050,,,2021-07-04,8,ABSENT
1977006,51120,,,2021-07-04,8,ABSENT
3974506,53410,,,2021-07-04,8,ABSENT
4019778,31288,,,2021-07-04,8,ON_CALL
4024378,18048,,,2021-07-04,8,ABSENT
5001188,51120,,,2021-07-04,8,ABSENT
5005963,51100,,,2021-07-04,8,ON_CALL
5009770,53410,,,2021-07-04,8,ABSENT
5010823,53410,,,2021-07-04,8,ABSENT
5010836,51100,,,2021-07-04,8,ABSENT
5011015,51100,,,2021-07-04,8,ABSENT
5011018,54013,,,2021-07-04,8,ABSENT
5011105,51100,,,2021-07-04,8,ABSENT
5011110,51120,2021-07-04 6:06:00,2021-07-04 10:47:00,2021-07-04,4.7,WRK
5011110,51120,,,2021-07-04,0.6,BREAK
5011110,51120,2021-07-04 11:20:00,2021-07-04 14:06:00,2021-07-04,2.8,WRK
5011147,11151,,,2021-07-04,8,ABSENT
5011401,31288,,,2021-07-04,8,ABSENT
5011499,18048,,,2021-07-04,8,ABSENT
5011633,53410,,,2021-07-04,8,ABSENT
5012159,18048,,,2021-07-04,8,ABSENT
5012163,53410,,,2021-07-04,8,ON_CALL
5012165,51120,,,2021-07-04,3,CHARGE
5012165,51120,2021-07-04 6:03:00,2021-07-04 10:37:00,2021-07-04,4.6,WRK
5012165,51120,,,2021-07-04,0.8,BREAK
5012165,51120,2021-07-04 11:26:00,2021-07-04 14:03:00,2021-07-04,2.6,WRK
5012319,51100,,,2021-07-04,8,ABSENT
507800,31288,,,2021-07-04,8,ON_CALL
1377208,53410,,,2021-07-05,8,ABSENT
1672200,55050,,,2021-07-05,8,ON_CALL
1977006,51120,,,2021-07-05,1,CHARGE
1977006,51120,2021-07-05 6:18:00,2021-07-05 8:56:00,2021-07-05,2.6,WRK
1977006,51120,,,2021-07-05,0.6,BREAK
1977006,51120,2021-07-05 9:34:00,2021-07-05 14:18:00,2021-07-05,4.7,WRK
4024378,18048,,,2021-07-05,2,CHARGE
4024378,18048,2021-07-05 6:13:00,2021-07-05 11:54:00,2021-07-05,5.7,WRK
4024378,18048,,,2021-07-05,0.7,BREAK
4024378,18048,2021-07-05 12:38:00,2021-07-05 14:13:00,2021-07-05,1.6,WRK
5001188,51120,,,2021-07-05,8,ABSENT
5001252,54013,,,2021-07-05,8,ON_CALL
5005963,51100,,,2021-07-05,8,ON_CALL
5010823,53410,,,2021-07-05,2,CHARGE
5010823,53410,2021-07-05 6:05:00,2021-07-05 9:45:00,2021-07-05,3.7,WRK
5010823,53410,,,2021-07-05,0.9,BREAK
5010823,53410,2021-07-05 10:41:00,2021-07-05 14:05:00,2021-07-05,3.4,WRK
5010831,51120,2021-07-05 14:10:00,2021-07-05 16:43:00,2021-07-05,2.6,WRK
5010831,51120,,,2021-07-05,0.9,BREAK
5010831,51120,2021-07-05 17:38:00,2021-07-05 22:10:00,2021-07-05,4.5,WRK
5010836,51100,,,2021-07-05,6,ON_CALL
5010836,51100,2021-07-05 6:01:00,2021-07-05 8:01:00,2021-07-05,2,WRK
5011018,54013,2021-07-05 6:12:00,2021-07-05 8:57:00,2021-07-05,2.8,WRK
5011018,54013,,,2021-07-05,0.5,BREAK
5011018,54013,2021-07-05 9:29:00,2021-07-05 14:12:00,2021-07-05,4.7,WRK
5011060,54013,2021-07-05 14:05:00,2021-07-05 18:46:00,2021-07-05,4.7,WRK
5011060,54013,,,2021-07-05,0.6,BREAK
5011060,54013,2021-07-05 19:24:00,2021-07-05 22:05:00,2021-07-05,2.7,WRK
5011105,51100,,,2021-07-05,1,CHARGE
5011105,51100,2021-07-05 6:10:00,2021-07-05 9:57:00,2021-07-05,3.8,WRK
5011105,51100,,,2021-07-05,0.8,BREAK
5011105,51100,2021-07-05 10:47:00,2021-07-05 14:10:00,2021-07-05,3.4,WRK
5011110,51120,,,2021-07-05,6,ON_CALL
5011110,51120,2021-07-05 14:07:00,2021-07-05 16:07:00,2021-07-05,2,WRK
5011147,11151,,,2021-07-05,3,CHARGE
5011147,11151,2021-07-05 6:07:00,2021-07-05 9:37:00,2021-07-05,3.5,WRK
5011147,11151,,,2021-07-05,0.6,BREAK
5011147,11151,2021-07-05 10:14:00,2021-07-05 14:07:00,2021-07-05,3.9,WRK
5011401,31288,,,2021-07-05,5,ON_CALL
5011401,31288,2021-07-05 6:11:00,2021-07-05 9:11:00,2021-07-05,3,WRK
5011499,18048,2021-07-05 6:07:00,2021-07-05 11:55:00,2021-07-05,5.8,WRK
5011499,18048,,,2021-07-05,0.5,BREAK
5011499,18048,2021-07-05 12:25:00,2021-07-05 14:07:00,2021-07-05,1.7,WRK
5011633,53410,2021-07-05 14:02:00,2021-07-05 18:45:00,2021-07-05,4.7,WRK
5011633,53410,,,2021-07-05,0.8,BREAK
5011633,53410,2021-07-05 19:34:00,2021-07-05 22:02:00,2021-07-05,2.5,WRK
5012163,53410,,,2021-07-05,8,ON_CALL
5012165,51120,,,2021-07-05,8,ABSENT
5012319,51100,,,2021-07-05,2,CHARGE
5012319,51100,2021-07-05 6:13:00,2021-07-05 10:48:00,2021-07-05,4.6,WRK
5012319,51100,,,2021-07-05,0.8,BREAK
5012319,51100,2021-07-05 11:34:00,2021-07-05 14:13:00,2021-07-05,2.6,WRK
5012329,54013,,,2021-07-05,8,ABSENT
5014147,11151,,,2021-07-05,2,CHARGE
5014147,11151,2021-07-05 14:05:00,2021-07-05 17:45:00,2021-07-05,3.7,WRK
5014147,11151,,,2021-07-05,0.6,BREAK
5014147,11151,2021-07-05 18:20:00,2021-07-05 22:05:00,2021-07-05,3.8,WRK
507800,31288,,,2021-07-05,2,CHARGE
507800,31288,2021-07-05 6:11:00,2021-07-05 9:46:00,2021-07-05,3.6,WRK
507800,31288,,,2021-07-05,0.7,BREAK
507800,31288,2021-07-05 10:26:00,2021-07-05 14:11:00,2021-07-05,3.8,WRK
1377208,53410,,,2021-07-06,8,ABSENT
1672200,55050,2021-07-06 6:17:00,2021-07-06 9:55:00,2021-07-06,3.6,WRK
1672200,55050,,,2021-07-06,0.7,BREAK
1672200,55050,2021-07-06 10:34:00,2021-07-06 14:17:00,2021-07-06,3.7,WRK
1977006,51120,,,2021-07-06,6,ON_CALL
1977006,51120,2021-07-06 6:05:00,2021-07-06 8:05:00,2021-07-06,2,WRK
3974506,53410,2021-07-06 14:14:00,2021-07-06 17:00:00,2021-07-06,2.8,WRK
3974506,53410,,,2021-07-06,0.9,BREAK
3974506,53410,2021-07-06 17:52:00,2021-07-06 22:14:00,2021-07-06,4.4,WRK
4019778,31288,,,2021-07-06,8,ON_CALL
5001188,51120,,,2021-07-06,5,ON_CALL
5001188,51120,2021-07-06 14:00:00,2021-07-06 17:00:00,2021-07-06,3,WRK
5005963,51100,,,2021-07-06,5,ON_CALL
5005963,51100,2021-07-06 14:05:00,2021-07-06 17:05:00,2021-07-06,3,WRK
5009770,53410,,,2021-07-06,5,ON_CALL
5009770,53410,2021-07-06 6:05:00,2021-07-06 9:05:00,2021-07-06,3,WRK
5010823,53410,2021-07-06 14:10:00,2021-07-06 18:57:00,2021-07-06,4.8,WRK
5010823,53410,,,2021-07-06,0.9,BREAK
5010823,53410,2021-07-06 19:51:00,2021-07-06 22:10:00,2021-07-06,2.3,WRK
5010831,51120,,,2021-07-06,8,ABSENT
5011015,51100,2021-07-06 14:13:00,2021-07-06 16:43:00,2021-07-06,2.5,WRK
5011015,51100,,,2021-07-06,0.7,BREAK
5011015,51100,2021-07-06 17:22:00,2021-07-06 22:13:00,2021-07-06,4.8,WRK
5011018,54013,,,2021-07-06,1,CHARGE
5011018,54013,2021-07-06 14:01:00,2021-07-06 18:39:00,2021-07-06,4.6,WRK
5011018,54013,,,2021-07-06,0.7,BREAK
5011018,54013,2021-07-06 19:23:00,2021-07-06 22:01:00,2021-07-06,2.6,WRK
5011060,54013,,,2021-07-06,2,CHARGE
5011060,54013,2021-07-06 6:08:00,2021-07-06 10:46:00,2021-07-06,4.6,WRK
5011060,54013,,,2021-07-06,0.6,BREAK
5011060,54013,2021-07-06 11:23:00,2021-07-06 14:08:00,2021-07-06,2.8,WRK
5011105,51100,,,2021-07-06,8,ABSENT
5011110,51120,,,2021-07-06,7,ON_CALL
5011110,51120,2021-07-06 6:03:00,2021-07-06 7:03:00,2021-07-06,1,WRK
5011147,11151,,,2021-07-06,8,ABSENT
5011401,31288,,,2021-07-06,5,ON_CALL
5011401,31288,2021-07-06 14:12:00,2021-07-06 17:12:00,2021-07-06,3,WRK
5011633,53410,,,2021-07-06,7,ON_CALL
5011633,53410,2021-07-06 6:00:00,2021-07-06 7:00:00,2021-07-06,1,WRK
5012159,18048,,,2021-07-06,5,ON_CALL
5012159,18048,2021-07-06 14:08:00,2021-07-06 17:08:00,2021-07-06,3,WRK
5012163,53410,,,2021-07-06,5,ON_CALL
5012163,53410,2021-07-06 6:01:00,2021-07-06 9:01:00,2021-07-06,3,WRK
5012165,51120,2021-07-06 14:15:00,2021-07-06 19:58:00,2021-07-06,5.7,WRK
5012165,51120,,,2021-07-06,0.6,BREAK
5012165,51120,2021-07-06 20:34:00,2021-07-06 22:15:00,2021-07-06,1.7,WRK
5012319,51100,,,2021-07-06,8,ABSENT
5012329,54013,,,2021-07-06,7,ON_CALL
5012329,54013,2021-07-06 14:06:00,2021-07-06 15:06:00,2021-07-06,1,WRK
5014147,11151,,,2021-07-06,8,ABSENT
1377208,53410,,,2021-07-07,1,CHARGE
1377208,53410,2021-07-07 6:01:00,2021-07-07 8:40:00,2021-07-07,2.7,WRK
1377208,53410,,,2021-07-07,0.9,BREAK
1377208,53410,2021-07-07 9:35:00,2021-07-07 14:01:00,2021-07-07,4.4,WRK
1672200,55050,,,2021-07-07,8,ABSENT
3974506,53410,,,2021-07-07,8,ABSENT
4019778,31288,,,2021-07-07,8,ABSENT
4024378,18048,,,2021-07-07,8,ABSENT
5001188,51120,,,2021-07-07,1,CHARGE
5001188,51120,2021-07-07 14:17:00,2021-07-07 20:01:00,2021-07-07,5.7,WRK
5001188,51120,,,2021-07-07,1,BREAK
5001188,51120,2021-07-07 21:00:00,2021-07-07 22:17:00,2021-07-07,1.3,WRK
5001252,54013,,,2021-07-07,5,ON_CALL
5001252,54013,2021-07-07 6:08:00,2021-07-07 9:08:00,2021-07-07,3,WRK
5005963,51100,2021-07-07 6:10:00,2021-07-07 9:47:00,2021-07-07,3.6,WRK
5005963,51100,,,2021-07-07,0.8,BREAK
5005963,51100,2021-07-07 10:35:00,2021-07-07 14:10:00,2021-07-07,3.6,WRK
5009770,53410,2021-07-07 14:06:00,2021-07-07 16:50:00,2021-07-07,2.7,WRK
5009770,53410,,,2021-07-07,0.5,BREAK
5009770,53410,2021-07-07 17:22:00,2021-07-07 22:06:00,2021-07-07,4.7,WRK
5010823,53410,,,2021-07-07,5,ON_CALL
5010823,53410,2021-07-07 6:09:00,2021-07-07 9:09:00,2021-07-07,3,WRK
5010831,51120,,,2021-07-07,8,ABSENT
5010836,51100,,,2021-07-07,8,ABSENT
5011015,51100,,,2021-07-07,3,CHARGE
5011015,51100,2021-07-07 14:12:00,2021-07-07 17:46:00,2021-07-07,3.6,WRK
5011015,51100,,,2021-07-07,0.9,BREAK
5011015,51100,2021-07-07 18:43:00,2021-07-07 22:12:00,2021-07-07,3.5,WRK
5011018,54013,,,2021-07-07,8,ON_CALL
5011060,54013,,,2021-07-07,1,CHARGE
5011060,54013,2021-07-07 6:08:00,2021-07-07 10:48:00,2021-07-07,4.7,WRK
5011060,54013,,,2021-07-07,1,BREAK
5011060,54013,2021-07-07 11:47:00,2021-07-07 14:08:00,2021-07-07,2.4,WRK
5011105,51100,,,2021-07-07,3,CHARGE
5011105,51100,2021-07-07 14:06:00,2021-07-07 16:43:00,2021-07-07,2.6,WRK
5011105,51100,,,2021-07-07,0.8,BREAK
5011105,51100,2021-07-07 17:30:00,2021-07-07 22:06:00,2021-07-07,4.6,WRK
5011401,31288,,,2021-07-07,5,ON_CALL
5011401,31288,2021-07-07 6:13:00,2021-07-07 9:13:00,2021-07-07,3,WRK
5011499,18048,,,2021-07-07,7,ON_CALL
5011499,18048,2021-07-07 14:15:00,2021-07-07 15:15:00,2021-07-07,1,WRK
5012159,18048,,,2021-07-07,1,CHARGE
5012159,18048,2021-07-07 6:04:00,2021-07-07 8:46:00,2021-07-07,2.7,WRK
5012159,18048,,,2021-07-07,0.8,BREAK
5012159,18048,2021-07-07 9:36:00,2021-07-07 14:04:00,2021-07-07,4.5,WRK
5012163,53410,2021-07-07 14:05:00,2021-07-07 18:50:00,2021-07-07,4.8,WRK
5012163,53410,,,2021-07-07,0.7,BREAK
5012163,53410,2021-07-07 19:33:00,2021-07-07 22:05:00,2021-07-07,2.5,WRK
5012165,51120,,,2021-07-07,8,ON_CALL
5012319,51100,,,2021-07-07,8,ABSENT
5014147,11151,,,2021-07-07,1,CHARGE
5014147,11151,2021-07-07 6:00:00,2021-07-07 9:33:00,2021-07-07,3.6,WRK
5014147,11151,,,2021-07-07,0.8,BREAK
5014147,11151,2021-07-07 10:19:00,2021-07-07 14:00:00,2021-07-07,3.7,WRK
507800,31288,,,2021-07-07,3,CHARGE
507800,31288,2021-07-07 14:14:00,2021-07-07 16:49:00,2021-07-07,2.6,WRK
507800,31288,,,2021-07-07,0.7,BREAK
507800,31288,2021-07-07 17:30:00,2021-07-07 22:14:00,2021-07-07,4.7,WRK
1377208,53410,,,2021-07-08,6,ON_CALL
1377208,53410,2021-07-08 6:00:00,2021-07-08 8:00:00,2021-07-08,2,WRK
1672200,55050,2021-07-08 14:05:00,2021-07-08 16:43:00,2021-07-08,2.6,WRK
1672200,55050,,,2021-07-08,0.9,BREAK
1672200,55050,2021-07-08 17:35:00,2021-07-08 22:05:00,2021-07-08,4.5,WRK
1977006,51120,,,2021-07-08,8,ABSENT
3974506,53410,,,2021-07-08,8,ABSENT
4024378,18048,,,2021-07-08,6,ON_CALL
4024378,18048,2021-07-08 6:14:00,2021-07-08 8:14:00,2021-07-08,2,WRK
5001188,51120,,,2021-07-08,2,CHARGE
5001188,51120,2021-07-08 14:09:00,2021-07-08 16:46:00,2021-07-08,2.6,WRK
5001188,51120,,,2021-07-08,0.7,BREAK
5001188,51120,2021-07-08 17:28:00,2021-07-08 22:09:00,2021-07-08,4.7,WRK
5001252,54013,,,2021-07-08,6,ON_CALL
5001252,54013,2021-07-08 14:04:00,2021-07-08 16:04:00,2021-07-08,2,WRK
5009770,53410,,,2021-07-08,8,ABSENT
5010823,53410,2021-07-08 14:02:00,2021-07-08 16:50:00,2021-07-08,2.8,WRK
5010823,53410,,,2021-07-08,0.6,BREAK
5010823,53410,2021-07-08 17:27:00,2021-07-08 22:02:00,2021-07-08,4.6,WRK
5010836,51100,2021-07-08 6:15:00,2021-07-08 8:54:00,2021-07-08,2.7,WRK
5010836,51100,,,2021-07-08,0.7,BREAK
5010836,51100,2021-07-08 9:34:00,2021-07-08 14:15:00,2021-07-08,4.7,WRK
5011018,54013,,,2021-07-08,5,ON_CALL
5011018,54013,2021-07-08 6:19:00,2021-07-08 9:19:00,2021-07-08,3,WRK
5011060,54013,,,2021-07-08,8,ABSENT
5011110,51120,,,2021-07-08,7,ON_CALL
5011110,51120,2021-07-08 14:04:00,2021-07-08 15:04:00,2021-07-08,1,WRK
5011147,11151,,,2021-07-08,8,ABSENT
5011401,31288,,,2021-07-08,8,ABSENT
5011499,18048,,,2021-07-08,8,ABSENT
5011633,53410,2021-07-08 14:07:00,2021-07-08 19:38:00,2021-07-08,5.5,WRK
5011633,53410,,,2021-07-08,0.6,BREAK
5011633,53410,2021-07-08 20:13:00,2021-07-08 22:07:00,2021-07-08,1.9,WRK
5012159,18048,,,2021-07-08,1,CHARGE
5012159,18048,2021-07-08 14:00:00,2021-07-08 19:45:00,2021-07-08,5.8,WRK
5012159,18048,,,2021-07-08,0.7,BREAK
5012159,18048,2021-07-08 20:24:00,2021-07-08 22:00:00,2021-07-08,1.6,WRK
5012163,53410,,,2021-07-08,3,CHARGE
5012163,53410,2021-07-08 6:00:00,2021-07-08 10:36:00,2021-07-08,4.6,WRK
5012163,53410,,,2021-07-08,0.5,BREAK
5012163,53410,2021-07-08 11:06:00,2021-07-08 14:00:00,2021-07-08,2.9,WRK
5012165,51120,,,2021-07-08,5,ON_CALL
5012165,51120,2021-07-08 6:17:00,2021-07-08 9:17:00,2021-07-08,3,WRK
5012319,51100,,,2021-07-08,7,ON_CALL
5012319,51100,2021-07-08 14:01:00,2021-07-08 15:01:00,2021-07-08,1,WRK
5012329,54013,2021-07-08 6:13:00,2021-07-08 10:55:00,2021-07-08,4.7,WRK
5012329,54013,,,2021-07-08,0.8,BREAK
5012329,54013,2021-07-08 11:42:00,2021-07-08 14:13:00,2021-07-08,2.5,WRK
5014147,11151,,,2021-07-08,8,ON_CALL
507800,31288,,,2021-07-08,6,ON_CALL
507800,31288,2021-07-08 14:05:00,2021-07-08 16:05:00,2021-07-08,2,WRK
1377208,53410,,,2021-07-09,8,ON_CALL
1672200,55050,,,2021-07-09,3,CHARGE
1672200,55050,2021-07-09 6:03:00,2021-07-09 9:46:00,2021-07-09,3.7,WRK
1672200,55050,,,2021-07-09,1,BREAK
1672200,55050,2021-07-09 10:46:00,2021-07-09 14:03:00,2021-07-09,3.3,WRK
1977006,51120,,,2021-07-09,8,ABSENT
3974506,53410,,,2021-07-09,2,CHARGE
3974506,53410,2021-07-09 14:16:00,2021-07-09 17:04:00,2021-07-09,2.8,WRK
3974506,53410,,,2021-07-09,0.7,BREAK
3974506,53410,2021-07-09 17:45:00,2021-07-09 22:16:00,2021-07-09,4.5,WRK
4024378,18048,,,2021-07-09,8,ON_CALL
5001188,51120,,,2021-07-09,1,CHARGE
5001188,51120,2021-07-09 6:17:00,2021-07-09 9:57:00,2021-07-09,3.7,WRK
5001188,51120,,,2021-07-09,1,BREAK
5001188,51120,2021-07-09 10:55:00,2021-07-09 14:17:00,2021-07-09,3.4,WRK
5001252,54013,2021-07-09 14:11:00,2021-07-09 17:53:00,2021-07-09,3.7,WRK
5001252,54013,,,2021-07-09,0.9,BREAK
5001252,54013,2021-07-09 18:48:00,2021-07-09 22:11:00,2021-07-09,3.4,WRK
5009770,53410,,,2021-07-09,8,ABSENT
5010823,53410,,,2021-07-09,8,ABSENT
5010831,51120,,,2021-07-09,8,ABSENT
5010836,51100,,,2021-07-09,8,ABSENT
5011015,51100,,,2021-07-09,8,ABSENT
5011018,54013,,,2021-07-09,7,ON_CALL
5011018,54013,2021-07-09 6:12:00,2021-07-09 7:12:00,2021-07-09,1,WRK
5011060,54013,,,2021-07-09,8,ABSENT
5011147,11151,,,2021-07-09,1,CHARGE
5011147,11151,2021-07-09 14:04:00,2021-07-09 18:51:00,2021-07-09,4.8,WRK
5011147,11151,,,2021-07-09,0.9,BREAK
5011147,11151,2021-07-09 19:47:00,2021-07-09 22:04:00,2021-07-09,2.3,WRK
5011401,31288,,,2021-07-09,7,ON_CALL
5011401,31288,2021-07-09 14:02:00,2021-07-09 15:02:00,2021-07-09,1,WRK
5011499,18048,,,2021-07-09,8,ABSENT
5011633,53410,,,2021-07-09,7,ON_CALL
5011633,53410,2021-07-09 14:18:00,2021-07-09 15:18:00,2021-07-09,1,WRK
5012159,18048,2021-07-09 14:19:00,2021-07-09 18:57:00,2021-07-09,4.6,WRK
5012159,18048,,,2021-07-09,0.7,BREAK
5012159,18048,2021-07-09 19:37:00,2021-07-09 22:19:00,2021-07-09,2.7,WRK
5012163,53410,,,2021-07-09,8,ABSENT
5012165,51120,,,2021-07-09,8,ON_CALL
5012319,51100,,,2021-07-09,8,ABSENT
5012329,54013,2021-07-09 14:16:00,2021-07-09 20:00:00,2021-07-09,5.7,WRK
5012329,54013,,,2021-07-09,0.6,BREAK
5012329,54013,2021-07-09 20:36:00,2021-07-09 22:16:00,2021-07-09,1.7,WRK
507800,31288,2021-07-09 6:04:00,2021-07-09 9:34:00,2021-07-09,3.5,WRK
507800,31288,,,2021-07-09,0.5,BREAK
507800,31288,2021-07-09 10:04:00,2021-07-09 14:04:00,2021-07-09,4,WRK
1377208,53410,,,2021-07-10,8,ABSENT
1672200,55050,,,2021-07-10,8,ABSENT
1977006,51120,,,2021-07-10,8,ABSENT
4019778,31288,,,2021-07-10,8,ABSENT
4024378,18048,,,2021-07-10,8,ABSENT
5001188,51120,,,2021-07-10,7,ON_CALL
5001188,51120,2021-07-10 14:04:00,2021-07-10 15:04:00,2021-07-10,1,WRK
5001252,54013,,,2021-07-10,8,ABSENT
5005963,51100,,,2021-07-10,8,ABSENT
